Name,County1,County2,County3,State,PM_Salary,Latitude,Longitude
Garibaldi,Saguache,,,CO,12,38.25,-105.95
Georgetown,Clear Creek,,,CO,2000,39.71,-105.70
Glen Grove,Douglas,,,CO,12,39.26,-104.95
Golden City,Jefferson,,,CO,600,39.81,-105.22
Gomers Mills,Elbert,,,CO,12,39.24,-104.44
Granite,Chaffee,,,CO,12,39.04,-106.26
Grant,Park,,,CO,12,39.46,-105.66
Greeley,Weld,,,CO,1000,40.42,-104.74
Green City,Morgan,,,CO,12,,
Greenhorn,Pueblo,,,CO,12,37.91,-104.85
Hamilton,Park,,,CO,55,39.34,-105.92
Helena,Chaffee,,,CO,17,,
Hermosilla,Pueblo,,,CO,10,38.06,-104.41
Hillsborough,Weld,,,CO,12,40.33,-104.86
Huerfano,Pueblo,,,CO,12,,
Huerfano Canyon,Huerfano,,,CO,12,,
Hughes,Arapahoe,,,CO,12,39.99,-104.82
Huntsville,Douglas,,,CO,12,39.27,-104.90
Idaho,Clear Creek,,,CO,300,39.74,-105.51
Jamestown,Boulder,,,CO,23,40.12,-105.39
Juaniata,Pueblo,,,CO,12,,
Julesburgh,Sedgwick,,,CO,50,40.99,-102.27
Keystone,Douglas,,,CO,12,39.48,-104.99
Kiowa,Elbert,,,CO,12,39.35,-104.46
Kit Carson,Cheyenne,,,CO,1400,38.76,-102.79
Lake Station,Greenwood,,,CO,12,,
Laporte,Larimer,,,CO,12,40.63,-105.14
Las Animas,Bent,,,CO,12,38.07,-103.22
Lincoln City,Summit,,,CO,20,39.48,-105.96
Littleton,Arapahoe,,,CO,12,39.61,-105.02
Loma,Rio Grande,,,CO,12,37.67,-106.29
Middle Boulder,Boulder,,,CO,12,39.96,-105.51
Mill City,Clear Creek,,,CO,110,39.76,-105.60
Montgomery City,Park,,,CO,20,39.36,-106.08
Monument,El Paso,,,CO,12,39.09,-104.87
Mount Vernon,Jefferson,,,CO,12,39.69,-105.21
Muddy Creek,Pueblo,,,CO,12,38.02,-104.73
Namaqua,Larimer,,,CO,41,40.40,-105.12
Oro City,Lake,,,CO,210,39.25,-106.29
Pella,Boulder,,,CO,12,40.19,-105.18
Pine Grove,Douglas,,,CO,12,39.53,-104.81
Pueblo,Pueblo,,,CO,800,38.25,-104.61
Rock Butte,Douglas,,,CO,9,39.24,-104.60
Rollinsville,Gilpin,,,CO,12,39.92,-105.50
Running Creek,Elbert,,,CO,12,39.35,-104.60
Saguache,Saguache,,,CO,31,38.09,-106.14
Saint Charles,Pueblo,,,CO,12,38.14,-104.62
Saint Marys,Huerfano,,,CO,12,37.62,-104.78
San Luis,Costilla,,,CO,33,37.20,-105.42
South Arkansas,Lake,,,CO,12,38.51,-106.08
South Side,Bent,,,CO,18,38.13,-104.02
Spanish Bar,Clear Creek,,,CO,94,39.75,-105.57
Spanish Peak,Huerfano,,,CO,12,37.41,-105.10
Spring Valley,Douglas,,,CO,40,39.15,-104.77
St. Vrain,Weld,,,CO,12,40.28,-104.86
Sugar Loaf,Boulder,,,CO,8,40.02,-105.41
Trinidad,Las Animas,,,CO,460,37.17,-104.50
Valmont,Boulder,,,CO,78,40.03,-105.23
Walsenburgh,Huerfano,,,CO,12,37.62,-104.78
Ward District,Boulder,,,CO,27,40.07,-105.51
White River,Summit,,,CO,12,40.15,-108.83
Wulstenville,Fremont,,,CO,12,,
Atlanta,Elmore,,,ID,49,43.80,-115.12
Boise City,Ada,,,ID,1800,43.61,-116.20
Centreville,Boise,,,ID,38,43.91,-115.89
Eagle Rock,Bonneville,,,ID,12,43.49,-112.05
Emmettsville,Gem,,,ID,12,43.91,-116.71
Fort Lemhi,Lemhi,,,ID,12,44.98,-113.64
Georgetown,Oneida,,,ID,12,42.48,-111.37
Horseshoe Bend,Boise,,,ID,12,43.91,-116.20
Idaho City,Boise,,,ID,1400,43.83,-115.83
John Day's Creek,Idaho,,,ID,12,45.59,-116.30
Lapwai,Nez Perce,,,ID,100,46.40,-116.80
Leesburgh,Lemhi,,,ID,12,45.22,-114.11
Lewiston,Nez Perce,,,ID,230,46.42,-117.02
Lower Boise,Canyon,,,ID,12,43.76,-116.88
Malad City,Oneida,,,ID,130,42.19,-112.25
Market Lake,Jefferson,,,ID,8,43.77,-112.13
Middleton,Canyon,,,ID,47,43.72,-116.63
Montpelier,Bear Lake,,,ID,12,42.32,-111.30
Mount Idaho,Idaho,,,ID,12,45.90,-116.08
Newsom Creek,Nez Perce,,,ID,12,45.91,-115.63
Ovid,Bear Lake,,,ID,12,42.29,-111.40
Oxford,Franklin,,,ID,12,42.26,-112.02
Paris,Bear Lake,,,ID,21,42.23,-111.40
Payetteville,Payette,,,ID,12,44.08,-116.93
Pierce City,Clearwater,,,ID,38,46.49,-115.80
Pioneerville,Boise,,,ID,12,43.97,-115.85
Placerville,Boise,,,ID,210,43.94,-115.95
Rock Creek,Twin Falls,,,ID,12,42.43,-114.31
Rocky Bar,Elmore,,,ID,150,43.69,-115.29
Ross Fork,Bingham,,,ID,12,43.03,-112.29
Saint Charles,Bear Lake,,,ID,15,42.11,-111.39
Salmon City,Lemhi,,,ID,12,45.18,-113.90
Salubria,Washington,,,ID,12,44.56,-116.67
Silver City,Owyhee,,,ID,550,43.01,-116.73
Slate Creek,Idaho,,,ID,12,45.64,-116.28
Soda Springs,Caribou,,,ID,1200,42.66,-111.59
Squaw Creek,Gem,,,ID,12,43.94,-116.37
Washington,Idaho,,,ID,12,,
Weiser,Washington,,,ID,12,44.26,-116.98
Weston,Franklin,,,ID,12,42.04,-111.98
White Bird,Idaho,,,ID,12,45.76,-116.30
Argenta,Beaverhead,,,MT,34,45.28,-112.86
Bannack City,Beaverhead,,,MT,340,45.16,-113.00
Beartown,Powell,,,MT,12,46.79,-113.34
Blackfoot City,Powell,,,MT,340,46.68,-112.54
Boulder Valley,Jefferson,,,MT,100,46.24,-112.12
Bozeman,Gallatin,,,MT,1000,45.68,-111.04
Butte City,Silver Bow,,,MT,120,46.00,-112.53
Cable City,Deer Lodge,,,MT,12,46.20,-113.21
Callaway,Madison,,,MT,12,,
Canyon Creek,Lewis & Clark,,,MT,12,,
Canyon Ferry,Lewis & Clark,,,MT,32,46.66,-111.72
Cicero,Madison,,,MT,12,45.35,-112.12
Corvallis,Ravalli,,,MT,12,46.31,-114.11
Deer Lodge City,Powell,,,MT,1800,46.40,-112.74
Diamond City,Broadwater,,,MT,350,46.60,-111.42
East Gallatin,Gallatin,,,MT,12,45.93,-111.50
Emmettsburg,Granite,,,MT,12,46.51,-113.25
Fish Creek,Madison,,,MT,12,45.85,-112.05
Forest City,Mineral,,,MT,12,47.04,-115.04
Fort Benton,Chouteau,,,MT,380,47.82,-110.67
Fort Shaw,Cascade,,,MT,110,47.51,-111.81
French Bar,Lewis & Clark,,,MT,12,46.66,-111.75
French Gulch,Deer Lodge,,,MT,12,45.94,-113.03
Frenchtown,Missoula,,,MT,12,47.01,-114.23
Gallatin,Gallatin,,,MT,110,45.93,-111.50
German Gulch,Deer Lodge,,,MT,12,45.96,-112.84
Girds Creek,Ravalli,,,MT,12,46.27,-114.14
Green Wood,Deer Lodge,,,MT,12,46.65,-112.36
Greenhorn,Lewis & Clark,,,MT,12,46.64,-112.25
Hamilton,Gallatin,,,MT,90,45.86,-111.33
Harrisburgh,Powell,,,MT,12,46.81,-112.75
Helena,Lewis & Clark,,,MT,4000,46.60,-112.03
Horse Plains,Sanders,,,MT,12,47.46,-114.88
Iron Rod,Madison,,,MT,12,45.66,-112.33
Jefferson City,Jefferson,,,MT,290,46.39,-112.03
Junction,Madison,,,MT,12,45.32,-112.00
Lincoln,Lewis & Clark,,,MT,100,46.95,-112.68
Madison,Gallatin,,,MT,12,45.91,-111.53
McClellan Gulch,Powell,,,MT,12,46.55,-111.91
Meadow Creek,Madison,,,MT,15,45.46,-111.76
Missoula,Missoula,,,MT,520,46.87,-113.99
Nevada City,Madison,,,MT,100,45.31,-111.97
Phillipsburg,Granite,,,MT,43,46.33,-113.29
Pikes Peak,Powell,,,MT,12,46.50,-112.91
Pioneer,Powell,,,MT,12,46.51,-112.97
Pollinger,Madison,,,MT,12,45.52,-112.31
Prickly Pear,Jefferson,,,MT,69,46.54,-111.93
Quartz Creek,Mineral,,,MT,12,47.00,-114.86
Radersburg,Broadwater,,,MT,230,46.20,-111.63
Red Mountain City,Silver Bow,,,MT,12,45.82,-112.45
Rochester,Madison,,,MT,12,45.61,-112.51
Saint Louis,Broadwater,,,MT,12,46.34,-111.70
Sheridan,Madison,,,MT,170,45.46,-112.20
Silver City,Lewis & Clark,,,MT,12,46.76,-112.17
Silver Star,Madison,,,MT,12,45.68,-112.33
Silverbow,Silver Bow,,,MT,12,45.99,-112.68
Springville,Broadwater,,,MT,28,46.35,-111.58
Sterling,Madison,,,MT,76,45.57,-111.76
Stevensville,Ravalli,,,MT,12,46.51,-114.09
Superior,Mineral,,,MT,12,47.06,-115.05
Trout Creek,Fergus,,,MT,50,46.89,-109.68
Twin Bridges,Madison,,,MT,12,45.54,-112.33
Unionville,Lewis & Clark,,,MT,12,46.54,-112.09
Virginia City,Madison,,,MT,2000,45.29,-111.95
Warmsprings,Deer Lodge,,,MT,12,46.18,-112.78
Washington Gulch,Powell,,,MT,12,46.77,-112.68
Watson,Beaverhead,,,MT,12,45.13,-112.72
White Hall,Jefferson,,,MT,14,45.87,-112.10
Willow Creek,Gallatin,,,MT,12,45.83,-111.64
Abiquiu,Rio Arriba,,,NM,12,36.21,-106.32
Albuquerque,Bernalillo,,,NM,970,35.08,-106.65
Aleman,Sierra,,,NM,12,32.99,-107.01
Bernalillo,Sandoval,,,NM,20,35.30,-106.55
Chamita,Rio Arriba,,,NM,12,36.07,-106.10
Cimarron,Colfax,,,NM,100,35.51,-104.92
Clifton,Colfax,,,NM,12,36.82,-104.44
Dona Ana,Dona Ana,,,NM,12,32.39,-106.81
El Rito,Rio Arriba,,,NM,12,36.34,-106.19
Elizabethtown,Colfax,,,NM,600,36.62,-105.28
Fort Bayard,Grant,,,NM,12,32.80,-108.15
Fort Craig,Socorro,,,NM,290,33.64,-107.01
Fort Cummings,Luna,,,NM,150,32.47,-107.65
Fort Stanton,Lincoln,,,NM,150,33.50,-105.52
Fort Union,Mora,,,NM,1700,35.91,-105.01
La Bajada,Santa Fe,,,NM,12,35.56,-106.24
La Canada,Rio Arriba,,,NM,12,36.08,-106.33
La Cueva,Mora,,,NM,12,35.94,-105.25
Lajoya,Socorro,,,NM,12,34.35,-106.85
Las Cruces,Dona Ana,,,NM,100,32.31,-106.78
Las Vegas,San Miguel,,,NM,270,35.59,-105.22
Leasburg,Dona Ana,,,NM,340,32.45,-106.88
Leasburgh,Dona Ana,,,NM,20,32.45,-106.88
Lemitar,Socorro,,,NM,18,34.16,-106.91
Los Lunas,Valencia,,,NM,130,34.81,-106.73
Los Pinos,Valencia,,,NM,18,35.12,-106.32
Manzano,Torrance,,,NM,12,34.65,-106.35
Mesilla,Dona Ana,,,NM,120,32.27,-106.80
Mora,Mora,,,NM,43,35.97,-105.33
Ocate,Mora,,,NM,12,36.18,-105.05
Ojo Caliente,Taos,,,NM,12,36.30,-106.05
Pajarito,Bernalillo,,,NM,12,34.99,-106.70
Paraje,Socorro,,,NM,40,33.56,-107.06
Pinos Altos,Grant,,,NM,37,32.86,-108.22
Plaza Del Alcalde,Rio Arriba,,,NM,18,36.06,-106.05
Pojuaque,Santa Fe,,,NM,12,35.89,-106.02
Ralston,Hidalgo,,,NM,12,32.33,-108.74
Rincon,San Miguel,,,NM,42,35.83,-105.42
Rio Colorado,Taos,,,NM,12,36.65,-105.69
Rio Mimbres,Luna,,,NM,46,32.26,-107.63
San Antonio,Socorro,,,NM,12,33.92,-106.87
San Jose,San Miguel,,,NM,12,35.40,-105.48
San Marcial,Socorro,,,NM,12,33.70,-106.99
Santa Fe,Santa Fe,,,NM,2000,35.69,-105.94
Silver City,Grant,,,NM,12,32.77,-108.28
Socorro,Socorro,,,NM,43,34.06,-106.89
Taos,Taos,,,NM,47,36.41,-105.57
Tierra Amarilla,Rio Arriba,,,NM,12,36.70,-106.55
Ute Creek,Colfax,,,NM,12,36.56,-105.12
Watrous,Mora,,,NM,12,36.21,-105.92
Aurora,Mineral,"Carson, Utah",,NV,12,38.29,-118.90
Austin,Lander,,,NV,2000,39.49,-117.07
Battle Mountain,Lander,,,NV,500,40.61,-117.06
Battle Mountain,Humboldt,,,NV,12,40.61,-117.06
Belmont,Nye,,,NV,520,38.60,-116.87
Bullion,Elko,,,NV,12,40.53,-115.98
Bullionville,Lincoln,,,NV,59,37.80,-114.41
Carlin,Elko,,,NV,230,40.71,-116.11
Carson City,Ormsby,,,NV,1600,39.17,-119.77
Columbus,Esmeralda,,,NV,12,38.11,-118.02
Dayton,Lyon,,,NV,300,39.24,-119.59
Dun Glen,Pershing,,,NV,120,40.74,-117.92
Eberhardt,White Pine,,,NV,420,39.19,-115.48
Egan Canyon,Elko,,,NV,25,39.86,-114.91
Elko,Elko,,,NV,1100,40.83,-115.76
Ellsworth,Nye,,,NV,41,38.97,-117.75
Empire,Carson City,,,NV,140,39.18,-119.71
Eureka,Eureka,,,NV,660,39.51,-115.96
Excelsior,Elko,,,NV,12,41.70,-116.17
Fort Halleck,Elko,,,NV,130,40.81,-115.34
Galena,Lander,,,NV,12,40.56,-117.13
Genoa,Douglas,,,NV,270,39.00,-119.85
Glenbrook,Douglas,,,NV,12,39.09,-119.94
Golconda,Humboldt,,,NV,12,40.96,-117.49
Gold Hill,Storey,,,NV,1700,39.29,-119.66
Hamilton,White Pine,,,NV,1700,39.25,-115.49
Hiko,Lincoln,,,NV,130,37.58,-115.23
Hot Creek,Nye,,,NV,85,38.51,-116.35
Ione City,Nye,,,NV,65,39.04,-117.62
McDermitt,Humboldt,,,NV,12,42.00,-117.72
Mill City,Pershing,,,NV,29,40.68,-118.07
Mineral City,White Pine,,,NV,12,39.26,-114.93
Mineral Hill,Eureka,,,NV,330,40.16,-116.10
Mountain City,Elko,,,NV,240,41.84,-115.97
Oreana,Pershing,,,NV,44,40.31,-118.37
Palisade,Eureka,,,NV,100,40.61,-116.20
Paradise Valley,Humboldt,,,NV,12,41.49,-117.54
Pinegrove,Lyon,,,NV,12,38.68,-119.12
Pioche,Lincoln,,,NV,500,37.93,-114.45
Reno,Washoe,,,NV,550,39.52,-119.81
Reveille,Nye,,,NV,5,38.00,-116.19
Rockland,Lyon,,,NV,12,38.65,-119.09
Ruby Valley,Elko,,,NV,68,40.42,-115.41
Sheridan,Douglas,,,NV,44,38.90,-119.82
Silver City,Lyon,,,NV,400,39.26,-119.64
Silver Peak,Esmeralda,,,NV,12,37.75,-117.64
Sweetwater,Lyon,,,NV,12,38.46,-119.17
Treasure City,White Pine,,,NV,1100,39.23,-115.48
Truckee Meadows,Washoe,,,NV,140,39.47,-119.80
Tuscarora,Elko,,,NV,12,41.31,-116.22
Twin River,Nye,,,NV,110,38.94,-117.28
Unionville,Pershing,,,NV,230,40.45,-118.12
Vanderbilt,Eureka,,,NV,12,39.42,-115.98
Verdi,Washoe,,,NV,68,39.52,-119.99
Virginia City,Storey,,,NV,4000,39.31,-119.65
Wadsworth,Washoe,,,NV,470,39.63,-119.29
Walker River,Esmeralda,,,NV,12,38.79,-119.37
Washington,Nye,,,NV,12,39.16,-117.24
Washoe,Washoe,,,NV,440,39.32,-119.81
Wells,Elko,,,NV,12,41.11,-114.96
White Rock,Elko,,,NV,12,41.74,-116.19
Winnemucca,Humboldt,,,NV,300,40.97,-117.74
Yerington,Lyon,,,NV,12,38.99,-119.16
Albany,Linn,,,OR,600,44.64,-123.10
Alsea,Benton,,,OR,12,44.38,-123.59
Amity,Yamhill,,,OR,61,45.11,-123.21
Antelope,Wasco,,,OR,12,44.91,-120.72
Applegate,Jackson,,,OR,24,42.25,-123.15
Ashland,Jackson,Marion,,OR,120,42.19,-122.69
Astoria,Clatsop,,,OR,530,46.19,-123.84
Auburn,Baker,,,OR,110,44.70,-117.95
Augusta,Baker,,,OR,12,44.98,-117.37
Aumsville,Marion,,,OR,25,44.85,-122.88
Aurora,Marion,,,OR,45,45.22,-122.76
Baker City,Baker,,,OR,320,44.79,-117.84
Barlow,Clackamas,,,OR,12,45.25,-122.72
Bellevue,Yamhill,,,OR,21,45.12,-123.32
Bethel,Polk,,,OR,30,45.04,-123.18
Bridge Creek,Wasco,,,OR,12,44.70,-120.29
Bridgeport,Polk,,,OR,22,44.84,-123.36
Brooks,Marion,,,OR,12,45.05,-122.96
Brownsville,Linn,,,OR,150,44.39,-122.98
Buena Vista,Polk,,,OR,31,44.77,-123.15
Butteville,Marion,,,OR,55,45.26,-122.84
Camas Valley,Douglas,,,OR,12,43.03,-123.68
Camp Creek,Lane,,,OR,12,44.12,-122.81
Camp Watson,Grant,,,OR,12,44.49,-119.89
Canby,Clackamas,,,OR,12,45.26,-122.70
Canyon City,Grant,Wasco,,OR,630,44.39,-118.95
Cartwrights,Lane,,,OR,12,43.79,-123.21
Cayuse,Umatilla,,,OR,12,45.68,-118.57
Centerville,Washington,,,OR,18,45.55,-123.07
Chetco,Curry,Coos,,OR,19,42.01,-124.20
Clackamas,Clackamas,,,OR,12,45.42,-122.53
Coast Fork,Lane,,,OR,12,43.87,-123.03
Columbia City,Columbia,,,OR,12,45.89,-122.81
Coquille,Coos,,,OR,12,43.19,-124.19
Corvallis,Benton,,,OR,600,44.58,-123.27
Cove,Baker,Union,,OR,39,45.30,-117.81
Crawfordsville,Linn,,,OR,12,44.36,-122.86
Dallas,Polk,,,OR,180,44.92,-123.30
Damascus,Clackamas,,,OR,12,45.42,-122.46
Dayton,Yamhill,,,OR,160,45.22,-123.08
Dayville,Grant,,,OR,7,44.47,-119.54
Deschutes,Sherman,,,OR,12,45.26,-121.04
Eagle Creek,Clackamas,,,OR,16,45.64,-121.93
East Portland,Multnomah,,,OR,12,45.52,-122.66
El Dorado,Baker,,,OR,12,44.43,-117.75
Elk Horn,Polk,,,OR,12,45.05,-123.43
Elkhorn,Umpqua,,,OR,12,,
Elkton,Douglas,Umpqua,,OR,12,43.64,-123.57
Empire,Coos,,,OR,180,43.37,-124.22
Eola,Polk,,,OR,42,44.93,-123.12
Eugene,Lane,,,OR,610,44.05,-123.09
Fairfield,Marion,,,OR,12,45.13,-123.01
Forest Grove,Washington,,,OR,190,45.52,-123.11
Franklin,Lane,,,OR,19,44.16,-123.30
Galesville,Douglas,,,OR,22,42.78,-123.30
Gardiner,Douglas,Umpqua,Washington,OR,43,43.73,-124.11
Garibaldi,Tillamook,,,OR,12,45.56,-123.91
Glencoe,Washington,,,OR,12,45.60,-122.99
Grand Ronde,Polk,,,OR,8,45.06,-123.61
Grant,Grant,,,OR,12,44.43,-119.11
Grants Pass,Josephine,Jackson,,OR,19,42.44,-123.32
Greenville,Washington,,,OR,12,45.59,-123.11
Halsey,Linn,,,OR,12,44.39,-123.11
Harrisburgh,Linn,,,OR,150,44.27,-123.16
Highland,Clackamas,,,OR,12,45.25,-122.41
Hillsboro,Washington,,,OR,82,45.52,-122.99
Hood River,Wasco,Wascopum,Clackamas,OR,7,45.71,-121.52
Hubbard,Marion,,,OR,12,45.18,-122.81
Humboldt Basin,Baker,,,OR,64,44.43,-117.60
Independence,Polk,,,OR,51,44.85,-123.19
Jacksonville,Jackson,,,OR,640,42.32,-122.96
Jefferson,Marion,,,OR,79,44.73,-123.01
Jordan Valley,Malheur,Baker,,OR,12,42.98,-117.05
Kerby,Josephine,,,OR,35,42.19,-123.65
La Grande,Baker,Union,,OR,320,45.32,-118.10
Lafayette,Yamhill,,,OR,210,45.24,-123.11
Lebanon,Linn,,,OR,88,44.52,-122.91
Leland,Josephine,Jackson,,OR,26,42.64,-123.44
Lewisville,Polk,,,OR,12,44.79,-123.35
Lincoln,Polk,,,OR,7,45.02,-123.08
Little Elk,Lincoln,Benton,,OR,12,44.65,-123.79
Long Tom,Lane,,,OR,9,44.05,-123.39
Lookingglass,Douglas,,,OR,12,43.18,-123.49
Marion,Marion,,,OR,12,44.75,-122.94
Marshfield,Coos,,,OR,12,43.37,-124.22
McMinnville,Yamhill,,,OR,160,45.21,-123.18
Meadowville,Umatilla,,,OR,40,45.78,-119.22
Middleton,Washington,,,OR,12,45.35,-122.87
Milwaukie,Clackamas,,,OR,68,45.44,-122.64
Molalla,Clackamas,,,OR,12,45.15,-122.59
Monitor,Marion,,,OR,12,45.10,-122.75
Monmouth,Polk,,,OR,96,44.85,-123.22
Mountain Home,Yamhill,,,OR,15,45.32,-123.32
Myrtle Creek,Douglas,,,OR,20,43.02,-123.29
Needy,Clackamas,,,OR,44,45.17,-122.70
Nestocton,Tillamook,,,OR,8,45.38,-123.80
Netarts,Tillamook,,,OR,12,45.43,-123.95
Newberg,Yamhill,,,OR,12,45.30,-122.97
Newport,Lincoln,Benton,,OR,26,44.64,-124.05
North Powder,Union,Baker,,OR,12,45.03,-117.92
North Yamhill,Yamhill,,,OR,45,45.34,-123.19
Oakland,Douglas,Umpqua,,OR,210,43.43,-123.30
Oregon City,Clackamas,,,OR,820,45.36,-122.60
Oswego,Clackamas,,,OR,12,45.42,-122.67
Pendleton,Umatilla,,,OR,12,45.68,-118.81
Peoria,Linn,,,OR,66,44.45,-123.21
Peoria,Linn,,,OR,66,44.45,-123.21
Perrydale,Polk,,,OR,12,45.04,-123.26
Philomath,Benton,,,OR,12,44.54,-123.36
Phoenix,Jackson,,,OR,35,42.28,-122.82
Pilot Rock,Umatilla,,,OR,12,45.48,-118.83
Pine,Linn,,,OR,6,44.21,-123.11
Portland,Multnomah,Washington,Clatsop,OR,4000,45.52,-122.67
Prairie City,Grant,,,OR,12,44.46,-118.71
Rainier,Columbia,,,OR,24,46.09,-122.93
Randolph,Coos,,,OR,38,43.17,-124.36
Rock Point,Jackson,,,OR,51,42.43,-123.10
Roseburgh,Douglas,,,OR,420,43.21,-123.34
Rye Valley,Baker,,,OR,12,44.46,-117.48
Saint Helen,Columbia,,,OR,150,45.86,-122.81
Saint Louis,Marion,,,OR,30,45.12,-122.94
Salem,Marion,Clatsop,,OR,2000,44.94,-123.04
Salt Creek,Polk,,,OR,13,45.00,-123.35
Sauvie Island,Columbia,Multnomah,,OR,5,45.66,-122.83
Scholls,Washington,,,OR,12,45.45,-122.79
Scio,Linn,,,OR,100,44.71,-122.85
Scottsburg,Douglas,Umpqua,,OR,38,43.65,-123.82
Shedds,Linn,,,OR,12,44.46,-123.11
Sheridan,Yamhill,,,OR,12,45.10,-123.39
Silverton,Marion,,,OR,77,45.01,-122.80
Siuslaw,Lane,,,OR,10,43.99,-124.10
Skipanon,Clatsop,,,OR,12,46.15,-123.93
Spanish Hollow,Wasco,,,OR,12,45.67,-120.84
Springfield,Lane,,,OR,26,44.05,-123.02
Springville,Multnomah,,,OR,22,45.59,-122.77
Sublimity,Marion,,,OR,28,44.83,-122.79
Summerville,Union,,,OR,43,45.49,-118.00
Summit,Benton,Lincoln,,OR,12,43.25,-124.22
Ten Mile,Douglas,,,OR,12,43.10,-123.56
The Dalles,Wasco,Wascopum,,OR,760,45.59,-121.18
Tillamook,Tillamook,,,OR,12,45.45,-123.84
Toledo,Lincoln,Benton,,OR,24,44.62,-123.92
Turner,Marion,,,OR,12,44.85,-122.96
Umatilla,Umatilla,,,OR,420,45.92,-119.34
Union,Baker,Union,,OR,130,45.21,-117.87
Upper Ochoco,Wasco,,,OR,12,44.33,-120.64
Vernon,Marion,,,OR,10,44.99,-122.91
Waconda,Marion,,,OR,48,45.08,-122.98
Waldo,Josephine,,,OR,28,42.06,-123.65
Wasco,Sherman,,,OR,12,45.59,-120.70
West Chehalem,Yamhill,,,OR,12,45.33,-123.08
Weston,Umatilla,,,OR,12,45.81,-118.42
Westport,Clatsop,,,OR,35,46.13,-123.37
Wheatland,Yamhill,,,OR,21,45.09,-123.05
Wilbur,Douglas,,,OR,12,43.32,-123.34
Willamette,Clackamas,Yamhill,,OR,7,45.34,-122.65
Wingville,Baker,,,OR,12,44.84,-117.92
Yoncalla,Douglas,Umpqua,,OR,16,43.60,-123.28
Zena,Polk,,,OR,12,45.01,-123.13
Adamsville,Beaver,,,UT,10,38.26,-112.79
Alma,Weber,,,UT,12,41.25,-112.08
Alpine City,Utah,,,UT,27,40.45,-111.78
American Fork,Utah,,,UT,130,40.38,-111.80
Bellevue,Washington,,,UT,20,37.34,-113.27
Bingham Canyon,Salt Lake,,,UT,12,40.54,-112.15
Bloomington,Richland,,,UT,12,,
Brigham City,Box Elder,,,UT,400,41.51,-112.02
Bullion,Piute,,,UT,12,38.41,-112.34
Cedar City,Iron,,,UT,200,37.68,-113.06
Cedar Valley,Utah,,,UT,13,40.33,-112.10
Centerville,Davis,,,UT,34,40.92,-111.88
Central City,Salt Lake,,,UT,12,40.75,-111.87
Chicken Creek,Juab,,,UT,49,39.56,-111.86
Clarkston,Cache,,,UT,12,41.92,-112.05
Clifton,Cache,,,UT,12,42.19,-112.01
Clover Valley,Washington,,,UT,12,40.92,-111.40
Coalville,Summit,,,UT,91,40.92,-111.40
Corinne,Box Elder,,,UT,1200,41.55,-112.11
Cove Creek,Millard,,,UT,12,38.80,-112.44
Croydon,Morgan,,,UT,75,41.07,-111.51
Deseret,Millard,,,UT,6,39.29,-112.65
Diamond,Juab,,,UT,12,39.88,-112.10
Draper,Salt Lake,,,UT,39,40.36,-111.86
Duncans Retreat,Washington,,,UT,9,37.18,-113.13
Echo City,Summit,,,UT,12,40.98,-111.44
Eden,Weber,,,UT,12,41.30,-111.82
Emmaville,Salt Lake,,,UT,12,40.62,-111.82
Ephraim,Sanpete,,,UT,500,39.36,-111.59
Eureka,Juab,,,UT,12,39.95,-112.12
Fair View,Sanpete,,,UT,39,39.63,-111.44
Fairfield,Utah,,,UT,14,40.26,-112.09
Farmington,Davis,,,UT,61,40.98,-111.89
Fillmore City,Millard,,,UT,140,38.97,-112.33
Forest City,Utah,,,UT,12,40.53,-111.60
Fort Hamblin,Washington,,,UT,12,37.54,-113.61
Fountain Green,Sanpete,,,UT,61,39.63,-111.63
Franklin,Cache,,,UT,40,42.02,-111.80
Goshen,Utah,,,UT,12,39.95,-111.90
Grafton,Washington,,,UT,12,37.17,-113.08
Grantsville,Tooele,,,UT,95,40.60,-112.46
Gunnison,Sanpete,,,UT,51,39.14,-111.82
Harrisburg,Washington,,,UT,28,37.21,-113.39
Harrisville,Weber,,,UT,12,41.28,-111.99
Heber,Wasatch,,,UT,19,40.51,-111.41
Hebron,Washington,,,UT,12,37.58,-113.82
Herriman,Salt Lake,,,UT,10,40.51,-112.03
Holden,Millard,,,UT,22,39.10,-112.27
Hooper,Weber,,,UT,12,41.17,-112.12
Huntsville,Weber,,,UT,26,41.26,-111.77
Hyde Park,Cache,,,UT,24,41.80,-111.82
Hyrum,Cache,,,UT,42,41.63,-111.85
Iron City,Iron,,,UT,12,37.60,-113.45
Johnson,Kane,,,UT,12,37.09,-112.37
Kamas,Summit,,,UT,12,40.64,-111.28
Kanab,Kane,,,UT,12,37.01,-112.53
Kanarraville,Iron,,,UT,34,37.54,-113.18
Kanosh,Millard,,,UT,32,38.80,-112.44
Kaysville,Davis,,,UT,70,41.04,-111.94
Kelton,Box Elder,,,UT,240,41.75,-113.11
Lake Point,Tooele,,,UT,12,40.68,-112.26
Laketown,Utah,,,UT,12,,
Leeds,Washington,,,UT,12,37.24,-113.36
Lehi City,Utah,,,UT,73,40.39,-111.85
Levan,Juab,,,UT,12,39.56,-111.86
Liberty,Richland,,,UT,4,41.34,-111.87
Logan,Cache,,,UT,290,41.73,-111.83
Lynne,Weber,,,UT,27,41.22,-111.97
Manti,Sanpete,,,UT,100,39.27,-111.64
Meadow,Millard,,,UT,4,38.89,-112.41
Mendon,Cache,,,UT,19,41.71,-111.98
